,Date,IV30,IV30 20-Day MA,OHLC 20-Day Vol,OHLC 52-Week Vol,Options Volume,Headline Polarity,Headline Subjectivity,Content Polarity,Content Subjectivity
0,2022-09-23,27.25,23.313,24.7004,21.9399,13803193.0,0.07071067811865477,0.14142135623730953,0.0835671650493192,0.26677210381128835
1,2022-09-22,25.25,22.919,24.6545,21.9436,8510835.0,0.3092443667382659,0.24962935487401083,0.05174488288522482,0.19598676657411415
2,2022-09-19,23.66,22.1925,23.0622,21.8237,7426550.0,0.14142135623730953,0.28284271247461906,0.0,0.0
3,2022-09-16,24.36,21.9105,22.6759,21.7987,10659577.0,0.0,0.0,0.39872965716908093,0.3751594311295295
4,2022-09-13,23.17,20.986,20.4178,21.5947,8847515.0,0.07071067811865477,0.14142135623730953,0.2032931995911324,0.38006989488776927
5,2022-09-06,23.28,20.081,20.2627,21.4806,8866212.0,0.15000000000000002,0.20615528128088303,0.14966146916121978,0.2153226511483199
6,2022-09-02,23.46,19.8425,19.2255,21.3715,10315887.0,0.07872958216222166,0.21969174497444674,0.19140985210140432,0.3098311965738285
7,2022-09-01,22.62,19.588,18.8275,21.344,7485709.0,0.2168802366215904,0.20023134767711223,0.06291528696058958,0.18733017000097074
8,2022-08-17,17.87,18.9665,16.7051,20.9893,7292150.0,0.03535533905932738,0.3535533905932738,0.1767766952966369,0.1767766952966369
9,2022-08-15,17.01,19.387,18.5257,20.9694,6111399.0,0.31819805153394637,0.4065863991822648,0.28284271247461906,0.28284271247461906
10,2022-08-11,17.61,19.9345,19.3224,20.9132,6065489.0,0.14433756729740646,0.19245008972987526,0.09487320973765946,0.24009257473825474
11,2022-08-10,17.22,20.2655,19.3266,20.8354,7339163.0,0.0,0.21650635094610965,0.08660254037844387,0.4932882862316248
12,2022-07-29,18.81,22.3745,20.9593,20.7305,8020168.0,0.08396893026590252,0.21213203435596426,0.03856946079199355,0.10499464326709343
13,2022-07-20,21.56,24.3355,24.2697,20.6013,8065481.0,0.0,0.0,0.3535533905932738,0.37123106012293744
14,2022-07-07,23.58,26.3655,27.8085,20.2915,5197206.0,0.0,0.04714045207910312,0.0,0.5303300858899106
15,2022-06-29,25.93,25.7615,28.1017,20.0986,6745710.0,0.0,0.0,0.32409060804383427,0.3123054950240585
16,2022-06-02,22.25,26.573,29.5952,18.5203,5792224.0,0.14142135623730953,0.0,0.12374368670764581,0.6363961030678927
17,2022-05-31,23.73,26.6725,29.6813,18.4583,7482460.0,0.12619796324000607,0.21430335024428793,0.15030832509409647,0.5008326400438906
18,2022-05-26,25.31,27.0895,30.4967,18.2842,5991068.0,0.14142135623730953,0.0,0.42426406871192857,0.17677669529663687
19,2022-05-23,26.15,27.014,31.1111,18.1287,7481207.0,0.10606601717798213,0.49497474683058323,0.07071067811865477,0.29462782549439487
20,2022-05-12,29.44,24.806,29.3767,17.4854,6952120.0,0.0,0.0,0.37230243403382607,0.19016886918274578
21,2022-05-10,29.47,23.7835,28.2565,17.3526,6431378.0,0.3535533905932738,0.5892556509887896,0.21213203435596428,0.017677669529663705
22,2022-05-09,30.48,23.3385,27.0359,17.2096,8944990.0,0.26998622554395446,0.14142135623730953,0.220703025643074,0.2828427124746191
23,2022-05-02,27.18,21.0005,23.3155,16.6555,9002907.0,0.0,0.0,0.28284271247461906,0.2887352689845069
24,2022-04-26,27.18,18.924,19.6012,16.1206,6645675.0,0.3535533905932738,0.7071067811865476,0.08838834764831845,0.4655119642811438
25,2022-04-22,24.43,18.039,17.3666,15.8594,8994829.0,0.3,0.45,0.18140611449081762,0.23318944796228452
26,2022-04-21,19.68,17.705,15.7654,15.6899,6670849.0,0.0,0.0,0.25658007197234417,0.4673605951788468
27,2022-04-01,15.96,21.204,22.0132,15.3783,6751320.0,0.0,0.0,0.1414213562373095,0.07071067811865482
28,2022-03-23,19.42,24.1785,25.807,15.3481,5547226.0,0.0,0.0,0.036084391824351615,0.5315562842572115
29,2022-03-22,18.19,24.511,25.9629,15.3388,4939120.0,0.0,0.0,0.0393647910811108,0.13121597027036946
30,2022-03-17,20.49,25.283,25.4474,15.1938,5875339.0,0.14142135623730953,0.23570226039551592,0.11392275919116597,0.40462221367896883
31,2022-03-15,25.18,25.2325,24.7487,15.0479,4773617.0,0.0,0.0,0.28284271247461906,0.28284271247461906
32,2022-03-14,27.1,25.1635,25.3216,15.0134,6220009.0,0.0,0.0,0.15968828141796196,0.006481812160876757
33,2022-03-09,26.49,24.1975,23.443,14.641,6881677.0,0.2886751345948129,0.2886751345948129,0.2886751345948129,0.2886751345948129
34,2022-03-08,29.18,23.7765,22.697,14.5825,7729306.0,0.03535533905932738,0.14142135623730953,0.1826692518065248,0.39480128616248905
35,2022-03-07,29.35,23.295,21.7122,14.4272,7614976.0,0.05773502691896258,0.033071891388307385,0.1344051274766369,0.20333416337407378
36,2022-03-04,26.37,22.825,22.2183,14.469,7398830.0,0.0,0.0,0.07872958216222166,0.26243194054073893
37,2022-03-03,25.45,22.5935,21.98,14.5257,6190008.0,0.15350212293229015,0.2869842561344684,0.26119934467040684,0.1541393908866798
